Company_ID,Quarter,Revenue,Net_Profit,Debt_to_Equity,Current_Ratio,EPS,Stock_Volatility,Market_Cap,Credit_Score,Credit_Risk_Score,Stock_Trend
C080,Q1,4116.28,469.32,3.11,0.76,-3.89,51.12,278.65,694,Low,Up
C310,Q3,1802.62,186.62,1.44,4.72,0.53,59.41,378.15,455,High,Down
C086,Q3,3296.31,91.25,1.44,3.14,6.39,30.99,133.62,338,High,Up
C092,Q4,2709.51,934.92,0.66,3.65,3.28,58.33,192.02,581,Medium,Down
C148,Q3,3401.77,836.06,0.66,2.86,12.82,35.1,134.49,837,Low,Stable
C161,Q4,3429.22,894.04,1.8,4.26,7.78,30.28,410.37,843,Low,Stable
C202,Q3,3162.23,-50.39,3.84,0.65,-0.99,23.23,362.63,345,High,Up
C424,Q1,1367.2,1319.01,3.08,1.71,17.36,41.17,435.66,543,High,Up
C416,Q4,243.08,461.75,0.6,2.61,2.32,17.64,85.44,846,Low,Down
C242,Q2,2305.06,332.73,4.28,0.84,13.28,10.77,37.25,749,Low,Up
C353,Q1,4460.32,586.01,3.05,3.68,14.5,6.5,60.13,577,High,Stable
C002,Q4,2869.01,463.11,4.81,2.27,19.08,21.08,80.93,705,Low,Up
C225,Q4,4170.34,1268.08,3.38,1.73,7.46,26.77,266.77,345,High,Stable
C289,Q2,4958.54,1379.74,0.96,0.52,10.4,35.36,485.47,819,Low,Stable
C233,Q4,859.9,315.87,2.42,3.74,3.37,21.1,178.94,570,High,Up
C461,Q3,3474.3,1268.69,3.28,4.25,11.95,59.12,479.27,537,High,Up
C414,Q2,3387.75,1128.59,0.24,2.28,6.58,21.05,19.58,466,High,Stable
C417,Q1,4900.78,1382.37,0.17,3.04,5.94,29.25,463.47,675,Low,Up
C077,Q1,4928.72,217.78,0.73,1.52,16.39,10.68,90.99,500,High,Down
C116,Q3,3449.06,780.83,1.33,3.3,-3.75,19.33,456.28,531,High,Up
C154,Q1,1255.89,266.73,2.2,0.55,17.05,7.66,28.59,745,Low,Up
C406,Q4,4002.85,1200.96,2.49,2.7,16.3,35.77,474.14,717,Low,Up
C103,Q4,579.79,-190.95,0.78,3.4,7.66,46.31,100.8,453,High,Up
C194,Q3,3914.46,760.19,3.4,4.63,7.26,15.76,151.71,667,Medium,Down
C166,Q1,4555.47,376.65,3.02,2.22,4.05,25.24,245.73,386,High,Stable
C359,Q1,1945.03,348.56,1.54,3.94,19.85,5.91,190.67,829,Low,Up
C090,Q3,3171.64,896.34,0.17,3.19,-2.22,51.17,333.93,353,High,Down
C174,Q2,2179.21,1247.52,0.48,4.67,9.76,47.9,487.42,341,High,Down
C122,Q1,2216.94,835.63,2.02,2.29,12.04,8.48,303.41,648,Medium,Up
C498,Q2,1586.34,1250.39,0.85,1.94,18.36,25.07,360.88,529,High,Down
C143,Q1,3822.54,249.82,1.95,4.49,14.51,57.54,44.46,735,Low,Stable
C482,Q1,4684.07,683.15,3.18,0.72,11.1,26.56,314.09,440,High,Up
C106,Q1,4706.72,565.91,2.78,1.11,-2.08,33.94,227.2,587,Medium,Stable
C375,Q1,915.17,-180.2,1.23,0.87,4.34,24.54,442.95,621,Medium,Stable
C428,Q4,4379.98,746.58,1.78,4.29,-1.53,37.79,194.41,741,Low,Up
C305,Q2,3700.29,924.59,3.11,0.55,17.03,58.8,339.89,466,High,Down
C360,Q2,1301.55,806.25,4.32,4.38,13.74,59.86,114.46,762,Low,Up
C459,Q1,383.06,1051.68,3.79,2.53,13.94,47.61,130.06,755,Low,Down
C317,Q1,1376.59,771.28,2.81,0.52,11.31,27.24,188.37,372,High,Down
C451,Q2,4565.43,-86.52,1.88,2.31,7.68,32.19,152.38,569,High,Up
C123,Q4,3184.23,-2.04,1.89,1.34,-1.25,24.62,127.31,518,High,Stable
C390,Q3,3619.22,814.01,4.41,3.31,3.24,59.21,25.31,846,Low,Down
C009,Q3,1322.9,267.46,0.29,3.56,-1.58,43.93,418.45,482,High,Stable
C262,Q2,3610.97,-64.6,4.94,2.69,13.12,29.69,32.62,377,High,Up
C073,Q1,189.2,530.32,3.36,0.68,-0.99,5.67,443.74,607,Medium,Stable
C359,Q1,1907.84,742.35,3.44,3.45,12.55,33.63,63.17,627,Medium,Down
C223,Q4,3152.43,358.87,0.29,4.29,12.31,59.12,33.1,720,Low,Stable
C416,Q3,773.18,1024.74,3.07,3.74,6.48,33.77,281.72,535,High,Down
C041,Q4,4123.87,894.41,2.48,4.23,-1.62,15.03,251.47,761,Low,Up
C370,Q3,1213.4,365.79,0.62,1.4,2.87,6.22,245.87,838,Low,Up
C204,Q2,3278.79,1083.28,1.46,4.5,3.0,24.51,287.46,337,High,Stable
C264,Q3,2055.73,902.78,4.46,1.95,12.51,55.5,143.88,725,Low,Down
C328,Q4,3000.42,883.66,2.79,0.56,-2.16,59.81,331.64,733,Low,Stable
C178,Q4,581.88,740.83,2.13,4.3,15.73,57.0,251.45,658,Medium,Up
C348,Q4,133.72,-180.64,0.46,4.74,14.03,45.12,167.7,330,High,Down
C318,Q2,4552.34,984.06,3.6,3.45,-0.34,35.7,413.34,504,High,Down
C084,Q3,1384.67,439.27,3.54,1.54,12.98,37.49,364.0,480,High,Down
C318,Q3,4107.4,1402.44,3.11,1.63,11.71,34.64,197.11,339,High,Stable
C111,Q4,4996.78,1190.57,2.6,2.6,13.7,43.89,423.89,722,Low,Up
C251,Q3,1096.58,799.08,2.23,4.54,-0.28,28.04,460.17,456,High,Down
C383,Q1,1362.6,228.71,3.01,1.17,-1.06,41.81,268.66,467,High,Down
C007,Q1,3331.16,146.32,1.24,4.22,0.91,11.69,107.87,381,High,Up
C459,Q1,4828.97,378.65,4.71,1.81,4.15,19.61,457.94,401,High,Down
C084,Q3,4583.28,610.17,2.99,4.14,14.84,50.98,95.15,388,High,Down
C208,Q2,2539.23,303.31,1.62,4.64,13.45,54.71,24.69,644,Medium,Up
C388,Q2,3985.8,675.38,2.3,2.42,18.14,34.65,164.08,609,Medium,Up
C390,Q2,721.94,81.13,4.05,2.14,-3.53,6.74,363.62,739,Low,Stable
C314,Q2,4888.32,1462.11,0.89,4.11,-4.71,55.98,461.68,458,High,Up
C022,Q1,4823.55,-16.53,1.53,2.88,12.48,43.61,318.82,413,High,Up
C410,Q1,860.46,1384.31,3.43,3.58,1.98,27.77,475.94,835,Low,Down
C383,Q4,1532.14,1353.08,1.65,3.3,3.35,37.91,46.64,462,High,Up
C003,Q3,545.77,693.11,3.98,1.19,8.67,28.64,30.85,585,Medium,Down
C127,Q3,1395.0,1032.35,0.74,4.3,-2.44,30.59,302.29,354,High,Up
C297,Q2,4088.98,541.28,3.84,1.38,11.07,53.77,483.08,332,High,Stable
C188,Q1,1922.66,871.06,0.43,4.7,3.13,13.86,251.61,495,High,Up
C362,Q2,487.56,378.98,0.16,1.63,10.82,10.7,26.23,747,Low,Up
C014,Q4,1744.02,311.97,4.5,3.8,15.85,5.15,111.0,391,High,Down
C459,Q3,4907.85,782.99,2.95,1.78,-0.72,22.27,122.77,527,High,Up
C466,Q3,3166.93,646.82,1.82,1.93,18.27,13.11,169.26,585,Medium,Stable
C012,Q2,2110.0,785.21,1.24,1.9,8.27,17.1,22.28,534,High,Down
C087,Q4,874.37,287.32,3.12,3.87,18.07,5.62,452.49,401,High,Stable
C012,Q3,4931.58,423.83,2.59,3.01,0.19,17.5,258.02,439,High,Up
C397,Q4,4113.2,-57.37,4.96,4.47,10.11,23.3,335.63,565,High,Stable
C025,Q4,1443.31,-111.13,4.92,1.88,5.1,6.74,34.05,641,Medium,Down
C301,Q2,396.84,230.88,3.21,3.61,14.36,38.43,27.53,834,Low,Up
C243,Q1,330.3,-73.78,2.27,3.89,10.15,36.28,293.44,822,Low,Up
C122,Q2,645.87,-23.58,2.51,1.18,7.36,10.34,443.7,315,High,Stable
C147,Q1,2924.8,1181.98,3.44,2.3,17.82,37.73,264.48,635,Medium,Stable
C055,Q4,4647.38,-133.91,0.6,2.67,4.43,59.93,438.97,689,Low,Up
C238,Q1,2508.88,920.2,1.71,2.1,0.5,56.95,405.59,469,High,Stable
C356,Q4,4222.58,263.35,0.47,1.95,10.2,5.15,38.39,418,High,Stable
C173,Q3,2257.14,1281.63,0.46,3.59,10.6,48.75,101.38,341,High,Up
C392,Q3,3557.49,624.49,1.06,1.47,5.98,24.45,329.03,309,High,Down
C221,Q3,3672.77,319.48,2.48,3.69,7.17,8.5,222.03,729,Low,Up
C119,Q2,911.12,679.99,3.95,4.71,18.99,21.28,145.7,767,Low,Stable
C309,Q2,1838.02,449.33,2.48,3.04,13.32,22.7,209.61,348,High,Down
C183,Q4,3204.65,759.31,1.74,3.25,-2.23,33.78,222.88,506,High,Down
C288,Q3,399.95,-5.29,0.5,0.81,0.3,41.36,455.32,813,Low,Stable
C307,Q2,1839.62,1494.88,2.8,4.39,19.39,46.2,52.18,509,High,Up
C300,Q3,2697.26,523.44,1.43,1.78,13.16,18.52,140.23,438,High,Stable
C082,Q2,4981.31,391.99,3.11,3.27,17.88,22.7,269.01,336,High,Up
C454,Q1,2398.94,1007.36,4.89,4.91,2.6,21.96,349.29,517,High,Stable
C402,Q1,4089.48,418.63,0.65,3.18,13.55,24.95,315.5,755,Low,Down
C211,Q3,2188.73,1216.57,1.14,3.76,12.85,59.98,470.85,811,Low,Down
C150,Q4,3992.13,572.26,2.42,2.5,2.37,47.79,397.91,577,High,Down
C037,Q2,2997.3,1023.25,4.85,0.77,8.77,58.62,278.76,479,High,Stable
C352,Q2,4438.65,-17.33,3.88,4.09,10.69,43.12,107.73,816,Low,Up
C312,Q1,2084.17,1238.4,4.5,0.66,7.03,27.34,225.71,429,High,Up
C361,Q1,3041.31,1050.72,1.74,3.65,15.68,26.44,346.84,658,Medium,Up
C059,Q4,3168.59,159.92,4.96,0.6,15.82,31.87,419.06,303,High,Stable
C131,Q4,2116.05,46.99,0.6,4.38,16.27,27.93,479.89,382,High,Down
C412,Q4,764.34,337.7,0.36,1.21,15.09,50.56,302.92,453,High,Down
C202,Q3,513.12,1459.32,4.29,2.81,7.2,30.58,263.7,805,Low,Stable
C243,Q1,132.52,236.61,4.64,3.19,4.54,21.26,9.34,808,Low,Stable
C035,Q3,4373.99,575.42,0.54,2.56,15.78,47.62,36.51,396,High,Up
C445,Q1,1220.55,-148.97,0.66,2.03,7.26,51.99,78.47,581,Medium,Down
C093,Q1,1096.96,475.29,0.26,2.61,1.16,28.12,27.85,837,Low,Up
C438,Q2,3693.38,771.24,0.61,1.9,7.68,41.73,200.73,728,Low,Stable
C447,Q1,1634.08,1420.31,1.13,2.47,-1.45,8.23,168.77,842,Low,Stable
C207,Q1,2554.92,678.45,4.85,2.12,12.29,34.12,318.86,425,High,Stable
C353,Q3,854.43,1192.48,3.37,3.05,3.4,7.47,268.06,600,Medium,Stable
C391,Q1,4800.74,730.12,3.91,1.57,1.52,6.61,298.19,842,Low,Down
C332,Q3,4265.33,-130.67,3.9,4.95,18.91,38.71,236.25,666,Medium,Down
C305,Q4,4325.76,335.51,2.72,2.75,14.42,21.68,139.23,344,High,Up
C350,Q1,2063.53,778.43,4.01,1.37,14.68,45.84,476.44,792,Low,Up
C213,Q1,3823.69,1416.01,3.02,2.65,10.59,54.28,43.66,615,Medium,Stable
C159,Q3,762.19,1260.52,1.64,4.4,15.98,12.67,469.48,488,High,Down
C442,Q4,92.66,188.2,2.85,0.6,13.98,44.85,155.96,351,High,Stable
C445,Q2,148.87,174.19,2.71,3.56,9.97,33.3,256.57,631,Medium,Stable
C024,Q4,2953.68,141.99,4.13,2.97,19.03,11.17,54.87,798,Low,Stable
C404,Q3,2304.2,1368.25,4.91,1.26,-0.21,40.84,35.93,617,Medium,Down
C293,Q4,2614.18,1249.53,2.11,4.18,18.58,38.52,215.06,709,Low,Up
C004,Q3,86.94,1117.3,3.84,2.16,5.04,33.36,370.98,622,Medium,Up
C220,Q3,2142.3,467.65,0.59,1.82,8.21,55.96,135.05,529,High,Down
C364,Q2,3604.44,657.45,3.91,4.23,-1.93,33.66,281.39,643,Medium,Up
C382,Q1,2241.33,589.36,1.92,3.37,8.5,59.48,139.69,670,Low,Up
C020,Q3,3674.49,230.78,0.29,4.54,10.28,33.01,194.61,591,Medium,Down
C444,Q3,1203.44,658.55,1.88,3.33,19.94,11.37,453.27,736,Low,Stable
C152,Q2,4075.05,-148.16,3.09,3.83,19.38,30.88,427.99,546,High,Stable
C050,Q3,2962.73,24.08,0.68,4.26,19.16,15.03,258.25,518,High,Up
C177,Q1,1093.28,1307.2,4.63,0.75,3.71,37.84,119.43,833,Low,Stable
C435,Q2,1221.77,1077.86,0.48,3.99,19.78,43.12,97.0,818,Low,Down
C096,Q1,3158.75,518.88,4.66,3.26,6.39,30.76,477.07,771,Low,Stable
C105,Q1,4158.2,679.16,3.56,0.81,16.3,10.37,101.76,649,Medium,Up
C420,Q2,2107.36,429.0,1.72,2.79,0.41,30.78,404.18,343,High,Stable
C250,Q3,1328.59,1059.33,2.01,0.87,7.65,9.48,184.8,364,High,Stable
C117,Q1,4341.71,1133.12,3.73,3.81,19.15,42.52,492.84,545,High,Down
C354,Q1,3362.88,1097.58,3.05,2.96,18.68,48.47,184.39,370,High,Up
C228,Q1,2268.02,1028.44,3.39,4.79,12.09,57.93,176.08,457,High,Stable
C066,Q1,2465.11,147.66,2.01,1.32,14.95,13.18,318.91,774,Low,Stable
C335,Q2,1061.07,374.55,2.49,3.23,-0.59,34.28,480.78,324,High,Stable
C418,Q2,3152.67,598.74,4.95,1.45,13.04,36.21,488.12,522,High,Up
C420,Q4,1825.78,362.35,1.15,3.26,10.45,55.74,353.75,459,High,Down
C262,Q4,4978.44,1083.4,2.15,3.75,-2.71,39.5,377.43,374,High,Up
C295,Q1,2426.91,359.9,1.53,3.75,-2.17,13.0,281.92,437,High,Stable
C426,Q3,2455.13,34.99,3.85,4.17,-2.29,29.0,378.01,778,Low,Stable
C243,Q1,2850.97,478.37,3.84,4.34,13.11,41.01,429.96,602,Medium,Up
C371,Q3,4587.94,1465.85,1.53,0.85,-1.46,43.52,243.3,686,Low,Stable
C186,Q1,4014.05,184.0,0.5,2.04,6.69,52.47,310.12,771,Low,Down
C246,Q4,2283.09,840.67,0.16,3.59,3.92,14.93,268.89,633,Medium,Up
C125,Q4,3607.56,536.05,2.19,2.74,8.76,57.33,281.45,608,Medium,Up
C268,Q3,2951.87,-79.26,2.11,1.36,12.66,8.25,445.08,827,Low,Up
C131,Q1,2487.22,629.39,4.94,2.99,12.12,59.11,178.13,839,Low,Down
C237,Q3,1001.96,993.68,2.4,2.33,7.89,52.18,104.49,462,High,Up
C018,Q4,2346.48,672.47,1.36,2.26,6.61,41.32,228.41,354,High,Down
C040,Q1,1266.8,1282.58,4.47,4.14,4.95,45.42,104.44,754,Low,Stable
C021,Q1,4578.47,291.19,2.51,2.33,16.55,9.0,249.45,604,Medium,Down
C399,Q3,1710.26,-53.38,3.04,0.62,3.27,7.28,451.8,401,High,Up
C225,Q2,4763.71,1392.16,0.57,0.76,1.48,10.6,308.91,687,Low,Down
C355,Q3,2688.62,442.93,1.98,4.35,13.58,9.8,427.79,507,High,Up
C282,Q4,3176.14,779.89,4.73,4.82,3.99,35.11,83.51,614,Medium,Stable
C008,Q4,2737.56,1146.41,2.99,3.6,16.17,16.85,450.49,348,High,Down
C100,Q4,690.43,351.33,1.79,2.14,3.2,52.31,301.09,817,Low,Up
C240,Q4,1910.32,1017.48,3.17,4.72,12.55,29.52,16.36,447,High,Down
C478,Q4,540.77,30.21,4.56,3.48,-3.87,43.25,316.74,510,High,Stable
C087,Q2,3133.62,295.2,1.44,4.3,4.64,40.91,475.72,671,Low,Up
C298,Q1,2262.03,46.01,2.58,3.95,3.58,22.59,40.04,346,High,Down
C428,Q3,3901.03,1179.09,4.8,2.21,15.42,18.37,291.44,798,Low,Stable
C014,Q3,1141.33,178.5,0.94,2.65,19.18,23.84,457.78,454,High,Up
C334,Q4,864.6,1019.59,3.63,1.34,6.52,48.82,5.34,529,High,Up
C002,Q3,2061.34,1403.61,3.11,1.81,15.62,37.25,315.64,599,Medium,Down
C375,Q4,4636.6,697.21,3.43,4.0,12.49,18.94,237.71,457,High,Stable
C293,Q2,3566.59,718.05,1.82,4.52,19.18,49.98,173.82,546,High,Stable
C325,Q2,2123.67,583.76,1.64,3.76,15.28,8.01,313.95,450,High,Up
C422,Q1,2610.5,354.01,3.45,2.59,-3.06,43.46,26.82,598,Medium,Up
C493,Q2,466.85,608.61,1.16,0.89,12.83,29.15,376.65,353,High,Down
C041,Q2,4923.65,824.77,2.16,0.76,8.39,45.22,2.74,522,High,Stable
C318,Q1,3348.72,1476.19,1.02,2.18,-4.59,56.01,153.81,766,Low,Down
C316,Q3,1462.75,1394.2,0.14,2.59,1.28,46.25,252.23,785,Low,Up
C381,Q4,2949.75,1265.66,4.85,3.24,18.04,29.31,188.82,743,Low,Up
C111,Q4,591.94,1311.52,2.22,0.53,18.15,13.3,154.08,437,High,Stable
C014,Q3,4830.89,595.34,4.85,4.95,14.97,49.35,415.5,591,Medium,Down
C231,Q1,915.19,917.66,0.79,2.14,19.54,30.34,467.45,509,High,Up
C473,Q3,3257.75,1321.61,2.98,4.32,15.16,9.14,436.92,510,High,Up
C084,Q2,1265.0,468.02,1.08,2.91,-4.74,44.55,261.45,687,Low,Stable
C130,Q1,3601.93,1435.0,3.97,1.09,2.2,21.05,442.14,695,Low,Stable
C231,Q1,3895.27,506.84,3.94,4.09,-4.23,7.69,460.47,423,High,Up
C326,Q1,3383.43,821.84,0.65,3.69,-2.65,54.65,204.91,423,High,Up
C145,Q4,3091.77,1006.67,4.57,2.87,0.47,31.57,142.08,367,High,Up
C379,Q3,4467.72,1416.01,1.05,2.82,7.59,20.45,49.58,774,Low,Up
C345,Q1,439.2,215.85,3.1,0.89,16.19,44.4,239.81,657,Medium,Down
C028,Q1,1688.03,1068.42,4.93,3.45,16.55,53.72,473.18,755,Low,Up
C066,Q1,1279.02,685.39,4.42,4.6,10.41,5.02,280.67,645,Medium,Stable
C163,Q3,4940.67,256.55,4.79,0.92,18.2,42.83,333.95,820,Low,Down
C229,Q4,1977.48,1120.23,1.78,1.69,7.5,47.19,56.89,797,Low,Stable
C261,Q2,3676.43,738.78,0.62,4.56,17.23,16.55,72.19,627,Medium,Stable
C449,Q4,3439.39,923.66,1.02,1.78,6.35,31.93,232.5,629,Medium,Up
C424,Q1,1099.8,348.93,2.55,3.44,1.93,9.91,475.66,726,Low,Up
C460,Q4,1233.04,618.17,3.99,2.91,17.91,46.07,180.71,742,Low,Stable
C440,Q4,1442.36,849.5,0.84,3.18,4.7,51.61,438.8,394,High,Stable
C164,Q2,2085.08,488.35,3.33,2.37,7.59,10.95,60.58,750,Low,Down
C301,Q3,1209.91,137.23,1.69,1.85,3.22,49.91,308.7,616,Medium,Up
C407,Q3,147.27,1434.79,1.77,0.72,11.57,47.44,300.51,786,Low,Stable
C303,Q4,4403.0,669.49,3.34,3.85,19.88,24.08,430.01,304,High,Up
C287,Q4,4829.77,1047.66,2.39,3.86,-4.36,42.97,2.16,670,Low,Up
C395,Q3,1740.77,498.78,4.08,3.52,17.5,5.0,95.37,487,High,Stable
C010,Q3,1725.61,403.72,0.86,3.4,-4.9,56.25,110.23,325,High,Stable
C195,Q2,85.1,492.18,3.97,1.6,4.11,35.27,475.01,461,High,Down
C118,Q1,3417.24,495.63,0.41,0.6,-0.78,39.12,77.27,429,High,Up
C270,Q4,4135.93,725.11,1.05,4.14,13.93,41.56,18.96,832,Low,Down
C080,Q3,775.71,723.9,3.32,2.71,-3.73,35.88,267.46,709,Low,Down
C458,Q4,840.35,645.16,4.29,1.88,8.84,52.12,264.51,372,High,Stable
C093,Q4,3960.91,29.14,1.34,0.96,2.37,38.53,422.1,532,High,Down
C266,Q3,3100.64,643.33,1.7,0.78,-1.66,54.93,474.46,405,High,Stable
C332,Q2,272.06,87.48,2.73,2.07,14.3,37.03,269.5,308,High,Up
C350,Q4,3131.61,14.43,1.14,4.12,0.44,14.41,465.03,349,High,Up
C361,Q2,1579.14,1385.5,4.07,4.63,0.59,55.25,362.72,821,Low,Up
C257,Q3,1875.19,828.42,3.89,4.54,1.88,42.49,132.65,741,Low,Down
C133,Q1,3860.17,921.13,0.81,4.64,9.67,43.46,464.25,335,High,Stable
C276,Q1,4064.13,483.05,2.37,4.58,11.49,59.2,333.89,501,High,Stable
C264,Q4,2031.77,1345.27,3.9,2.87,-4.56,9.14,207.34,417,High,Up
C171,Q3,4738.41,884.48,1.75,1.49,1.05,28.57,340.28,468,High,Stable
C460,Q2,2061.99,1107.59,3.2,4.09,5.77,18.15,200.96,811,Low,Up
C001,Q4,3870.59,426.56,0.35,1.46,3.3,39.67,57.53,529,High,Up
C313,Q3,2445.19,1432.02,3.08,1.7,17.1,49.37,359.63,449,High,Down
C064,Q3,4492.79,1194.78,0.85,1.55,14.69,58.15,412.13,507,High,Up
C374,Q2,4543.42,1251.71,4.17,2.82,10.65,30.0,364.54,360,High,Down
C468,Q4,482.71,92.73,1.84,1.95,3.45,48.24,114.94,416,High,Down
C284,Q3,4685.64,260.64,1.48,1.19,12.52,55.44,478.34,538,High,Up
C121,Q3,4136.4,285.57,4.22,2.54,16.09,42.58,13.11,347,High,Up
C107,Q3,3966.99,260.55,0.35,4.43,9.87,18.35,166.68,747,Low,Down
C421,Q2,1044.51,1254.19,2.04,3.07,14.61,38.43,130.42,767,Low,Up
C175,Q4,4035.34,-145.8,1.91,4.45,13.73,58.35,24.54,592,Medium,Up
C485,Q4,4258.16,-70.63,1.5,1.38,9.29,59.32,203.16,724,Low,Stable
C204,Q4,1481.29,265.66,4.57,1.25,2.8,40.33,311.75,816,Low,Up
C165,Q4,4763.69,139.78,3.78,3.09,13.64,53.78,441.34,504,High,Down
C305,Q1,296.81,194.16,0.41,2.58,0.17,16.02,494.85,479,High,Down
C497,Q1,792.05,1156.5,3.6,3.47,14.49,18.53,404.14,828,Low,Stable
C120,Q4,2711.03,757.32,2.68,4.08,15.11,57.41,234.61,389,High,Stable
C044,Q2,2900.17,-190.19,4.51,3.88,15.55,12.44,361.99,799,Low,Up
C312,Q1,3243.49,529.85,1.63,4.74,6.82,15.51,421.89,407,High,Up
C156,Q3,134.0,493.4,2.91,2.29,-0.19,28.13,232.92,489,High,Down
C367,Q1,4803.82,-6.29,2.55,1.43,-2.51,37.43,392.63,479,High,Stable
C207,Q3,270.71,949.44,2.5,2.98,13.58,38.21,241.58,319,High,Up
C390,Q4,758.16,993.57,2.33,1.0,17.16,21.06,193.55,658,Medium,Down
C108,Q1,119.37,1025.52,1.11,1.8,11.27,55.63,263.28,306,High,Stable
C251,Q2,2855.95,1038.4,3.8,1.44,-1.4,55.33,338.09,621,Medium,Stable
C445,Q1,4664.72,-199.91,2.31,2.28,18.37,26.56,363.58,567,High,Down
C404,Q1,3346.44,1421.67,4.8,1.0,19.73,28.89,178.69,726,Low,Up
C370,Q1,4122.15,1184.15,1.38,0.64,5.83,43.64,285.87,595,Medium,Up
C334,Q4,115.74,1336.77,3.45,3.46,9.87,41.46,454.98,812,Low,Up
C130,Q2,2732.98,-173.41,4.71,3.25,14.43,26.03,488.17,686,Low,Up
C457,Q1,2324.84,1387.56,3.35,3.69,13.41,27.78,114.01,563,High,Stable
C293,Q2,2519.89,1176.64,4.37,3.47,19.19,24.14,96.82,389,High,Up
C020,Q4,407.46,1223.27,4.15,1.01,-2.13,17.95,338.5,787,Low,Up
C282,Q3,3437.96,-41.41,1.86,1.81,9.52,30.2,207.63,560,High,Up
C285,Q1,2540.94,1055.92,3.04,1.08,12.3,42.75,12.6,787,Low,Down
C001,Q2,3837.49,1431.86,0.87,4.29,17.25,45.81,173.76,640,Medium,Down
C119,Q2,2452.19,953.53,2.72,3.86,16.85,47.84,403.47,628,Medium,Down
C035,Q4,789.44,769.95,1.23,1.41,19.45,25.61,398.81,700,Low,Stable
C198,Q1,3258.87,1407.57,3.74,2.04,7.8,47.05,247.6,656,Medium,Down
C485,Q3,903.31,552.99,2.69,4.85,15.77,5.36,236.55,798,Low,Up
C245,Q2,4368.35,818.8,2.12,3.17,5.68,31.24,289.96,734,Low,Stable
C059,Q1,3084.93,609.78,1.42,4.11,5.56,48.66,110.09,418,High,Stable
C325,Q3,828.16,1385.84,4.99,1.69,1.33,39.65,263.26,346,High,Up
C161,Q2,4813.57,-70.66,0.45,1.45,15.46,31.07,6.02,467,High,Up
C497,Q2,2615.91,651.9,0.31,4.03,19.65,40.46,238.04,647,Medium,Stable
C179,Q3,410.85,967.82,1.16,3.59,1.41,54.88,168.36,803,Low,Up
C206,Q3,3152.82,1146.24,4.86,3.56,-3.6,36.15,337.6,838,Low,Down
C012,Q4,1303.33,791.13,4.9,2.99,15.39,48.99,319.36,595,Medium,Stable
C490,Q1,4028.28,1345.16,3.31,3.04,10.51,58.94,190.73,812,Low,Up
C276,Q1,4098.22,1401.39,4.41,3.81,18.99,43.81,4.13,473,High,Down
C181,Q4,4895.79,-90.66,1.15,1.72,1.31,36.53,126.51,694,Low,Up
C242,Q2,2534.25,484.03,4.86,2.09,-3.22,7.06,316.86,829,Low,Up
C216,Q3,2302.04,-160.12,0.8,4.42,7.31,25.6,36.65,602,Medium,Down
C251,Q3,3779.7,360.01,0.6,1.89,-2.86,36.1,54.27,501,High,Up
C299,Q3,705.73,712.68,0.65,2.96,1.54,48.85,323.69,832,Low,Stable
C126,Q2,2757.23,1348.35,2.91,3.66,-1.85,29.1,378.01,455,High,Up
C482,Q3,2753.93,1239.14,3.93,5.0,0.6,57.8,161.11,313,High,Up
C217,Q3,492.89,16.75,1.9,2.46,-2.35,19.95,245.09,319,High,Up
C306,Q4,2119.02,-41.85,4.89,2.43,18.85,45.95,472.88,756,Low,Stable
C285,Q2,4273.76,801.75,2.23,4.29,1.96,28.05,472.8,472,High,Up
C185,Q1,4287.96,704.6,0.84,4.12,6.1,31.73,154.1,744,Low,Up
C039,Q4,541.23,252.84,2.38,3.79,17.47,49.14,405.09,421,High,Down
C223,Q4,499.07,1329.07,3.43,2.58,11.93,21.29,297.18,796,Low,Down
C184,Q1,1350.34,1376.52,4.18,1.96,10.45,10.32,487.75,483,High,Up
C495,Q4,4380.09,484.44,2.35,3.24,12.64,33.61,239.07,348,High,Stable
C427,Q2,688.07,1313.51,3.01,4.44,15.72,34.08,387.47,480,High,Stable
C178,Q3,3613.98,452.71,1.41,4.48,16.94,48.84,384.18,693,Low,Down
C407,Q2,550.77,1052.59,3.26,0.99,11.07,58.26,248.97,692,Low,Down
C428,Q1,3134.53,609.1,4.93,2.43,17.25,8.04,397.92,647,Medium,Stable
C294,Q1,1812.53,8.39,0.34,2.59,8.38,37.54,130.89,775,Low,Down
C340,Q4,3955.12,1377.49,4.44,4.9,1.93,42.47,61.57,440,High,Stable
C151,Q2,1206.77,571.96,2.86,3.55,17.0,59.22,212.87,829,Low,Up
C384,Q2,3214.05,1048.63,1.34,2.33,8.54,56.84,471.84,770,Low,Down
C126,Q1,1216.63,424.2,4.78,0.62,17.65,44.18,250.62,562,High,Stable
C301,Q2,3582.62,-167.9,2.47,3.04,-4.0,33.7,317.81,442,High,Up
C308,Q1,4374.71,-29.1,1.73,0.93,4.94,13.88,312.27,445,High,Up
C336,Q2,677.67,643.57,0.99,4.26,18.7,26.13,66.72,593,Medium,Down
C434,Q2,4339.65,972.94,1.3,3.89,1.24,37.18,195.45,837,Low,Stable
C234,Q2,2988.2,369.05,4.18,2.57,18.54,44.89,353.62,808,Low,Up
C380,Q1,679.2,982.33,3.11,2.43,18.85,39.95,486.01,721,Low,Stable
C375,Q4,2166.33,987.68,4.57,4.54,17.05,44.28,84.42,716,Low,Down
